기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적
20244,R,전통시장,3130010,종로신진시장,CS100010,커피-음료,192043056,35177,160641718,31401338,29691436,35088222,28601541,36525375,30735144,23500467,7900871,0,27392436,78260023,61003669,24330923,1056005,87799999,91191668,384259,21103984,47552795,35902536,34335101,39712993,31296,3881,6160,6530,5987,6571,6048,3310,571,0,8250,14403,10574,1912,38,15887,17301,71,4764,10538,7562,5899,4350,2348627.0,5.0,62987706.0,20195542.0,7335905.0,4542890.0,9374970.0,8560590.0,2095295.0,2137414.0,6166682.0,2578418.0,63.0,43.0,20.0,1.0,3.0,1.0,4.0,21.0,33.0,1.0,2.0,1.0,3.0,15.0,21.0,0.0,1.0,0.0,1.0,6.0,12.0,54.0,0.0,54.0,880614.0,443859.0,436754.0,28895.0,107375.0,130922.0,159146.0,191094.0,263178.0,76708.0,180964.0,213383.0,207868.0,146721.0,54970.0,137795.0,139894.0,137638.0,141367.0,144149.0,107393.0,72378.0,12,14,0,0,0,0,2,200454,452308,11110,종로구,11110630,종로5?6가동,45117
20244,R,전통시장,3130015,창신골목시장,CS100010,커피-음료,39572229,4140,27213606,12358623,6068382,5214730,4705554,5113435,6111505,8359478,3999145,0,3320941,10291098,14063962,10177012,1719216,13396120,24349943,664743,11704033,7924095,5607244,6955578,4890370,3028,1112,577,568,628,544,711,769,343,0,616,1101,1446,849,128,1553,2497,34,1067,1000,642,729,575,2098483.0,5.0,226049010.0,70726826.0,26468315.0,16215616.0,34935309.0,32982290.0,7493384.0,7201183.0,20730183.0,9295904.0,479.0,263.0,216.0,24.0,49.0,48.0,44.0,101.0,213.0,11.0,30.0,28.0,26.0,65.0,103.0,13.0,19.0,20.0,18.0,36.0,110.0,298.0,0.0,298.0,744882.0,358807.0,386075.0,40875.0,121712.0,88092.0,86427.0,152644.0,255134.0,168122.0,155539.0,95136.0,99191.0,135552.0,91343.0,105231.0,106303.0,107950.0,107307.0,106905.0,106979.0,104208.0,3,3,0,0,0,0,0,200998,452635,11110,종로구,11110680,창신2동,24588
20244,R,전통시장,3130018,동대문문구완구거리(동대문문구완구시장),CS100010,커피-음료,3170972,253,3170972,0,883613,322679,468072,1051518,445090,0,0,0,1806155,1184718,180099,0,0,327369,1215672,0,0,1020095,32830,134606,355508,253,0,61,61,47,46,38,0,0,0,121,118,14,0,0,112,98,0,0,47,14,38,113,2609964.0,6.0,210538628.0,59415312.0,26022689.0,16807562.0,29192944.0,31971129.0,9326226.0,6792797.0,22095771.0,8914198.0,106.0,54.0,52.0,5.0,10.0,13.0,11.0,10.0,57.0,1.0,5.0,9.0,6.0,4.0,29.0,4.0,5.0,4.0,5.0,6.0,28.0,65.0,0.0,65.0,509220.0,253037.0,256184.0,23908.0,75623.0,77077.0,91661.0,96429.0,144523.0,100277.0,101745.0,82920.0,84850.0,87880.0,51548.0,74249.0,73456.0,74038.0,74151.0,73796.0,70148.0,69384.0,6,6,0,0,0,0,0,201224,452431,11110,종로구,11110670,창신1동,38586
20244,R,전통시장,3130024,남대문시장(자유상가),CS100010,커피-음료,3026638328,357138,2596983181,429655147,513719608,542478162,480238366,520788289,539758756,357351623,72303524,6541063,482901982,1448875344,787897588,212634321,87788030,1027983114,1466286921,2253836,225812492,661968403,558435971,461242232,584557105,305444,51694,57596,63626,58151,62525,63546,42579,9115,180,108174,158833,75576,12142,2233,151280,191058,397,35839,98639,81855,64379,61228,3035985.0,7.0,297641410.0,73259710.0,41017287.0,24731465.0,36698125.0,54843651.0,17461649.0,8976211.0,27166810.0,13486502.0,41.0,23.0,18.0,0.0,1.0,5.0,3.0,7.0,25.0,0.0,0.0,4.0,1.0,6.0,12.0,0.0,1.0,1.0,2.0,1.0,13.0,34.0,0.0,34.0,2141997.0,954221.0,1187776.0,71506.0,267837.0,477595.0,474756.0,389277.0,461027.0,110119.0,434370.0,579252.0,564091.0,367370.0,86796.0,338729.0,343009.0,340994.0,346265.0,344956.0,251816.0,176228.0,33,39,5,2,3,1,6,198022,451117,11140,중구,11140540,회현동,78068
20244,R,전통시장,3130032,인현시장,CS100010,커피-음료,16115304,2218,13084017,3031287,1648537,2476188,2982505,2821857,3154930,2425702,605585,0,2250776,7554670,4159190,2150668,0,6340978,8757449,57194,3639396,6626108,2245711,1486205,1043811,1965,253,328,334,455,420,428,211,42,0,467,1060,472,219,0,968,1175,8,403,993,344,218,173,1857014.0,4.0,71152857.0,21696339.0,8533199.0,5166841.0,10474237.0,10645445.0,2367401.0,2225561.0,6836356.0,3207478.0,122.0,70.0,52.0,2.0,12.0,11.0,10.0,25.0,62.0,2.0,5.0,7.0,5.0,19.0,32.0,0.0,7.0,4.0,5.0,6.0,30.0,71.0,0.0,71.0,181255.0,103443.0,77813.0,9689.0,24936.0,36421.0,38252.0,36369.0,35588.0,23435.0,39508.0,35621.0,34840.0,32637.0,15214.0,29567.0,29122.0,28138.0,29659.0,29995.0,19096.0,15675.0,8,8,0,0,13,1,0,199564,451524,11140,중구,11140590,광희동,19722
20244,R,전통시장,3130033,대림상가(청계상가),CS100010,커피-음료,78000000,6705,58180652,19819348,10481776,11752665,12820229,10066385,13059597,15425417,4393931,0,677673,37527255,31315593,7056566,1422913,30965679,36216334,117452,13685048,21282156,13630893,12654794,5811668,5065,1640,924,1026,1100,901,1114,1269,371,0,93,3153,2849,589,21,2817,3283,11,1295,2097,1245,1072,379,2178845.0,5.0,343333484.0,77129050.0,48160413.0,28806195.0,40795022.0,65960795.0,23184170.0,9742073.0,34864325.0,14691441.0,98.0,59.0,39.0,1.0,6.0,10.0,9.0,17.0,55.0,0.0,4.0,5.0,4.0,12.0,34.0,1.0,2.0,5.0,5.0,5.0,21.0,67.0,0.0,67.0,63714.0,35578.0,28135.0,2732.0,9041.0,12898.0,13738.0,11923.0,13382.0,5925.0,14241.0,13138.0,13447.0,12175.0,4786.0,10321.0,10354.0,10101.0,10591.0,10798.0,6747.0,4801.0,11,11,0,0,0,0,0,199596,452001,11140,중구,11140605,을지로동,11005
20244,R,전통시장,3130035,방산종합시장(방산시장),CS100010,커피-음료,311039123,25074,241277428,69761695,47478513,47850727,42186843,47311224,56450121,45006752,24754943,2356553,39960670,97430956,79136523,55368037,36786384,156635004,107932062,1557646,77972884,50353854,30600408,69154714,34927561,19452,5622,2900,4714,3861,3828,4149,3739,1883,12,5195,9711,6831,2972,353,12674,10163,177,4947,4476,4105,5230,3902,2585656.0,6.0,192014434.0,55401921.0,24414807.0,15284424.0,27417499.0,30670356.0,8616962.0,6229174.0,15473544.0,8505747.0,342.0,246.0,96.0,1.0,34.0,44.0,25.0,46.0,192.0,1.0,19.0,32.0,17.0,37.0,140.0,0.0,15.0,12.0,8.0,9.0,52.0,295.0,0.0,295.0,964633.0,566983.0,397651.0,41317.0,102395.0,162950.0,182428.0,196092.0,279453.0,96242.0,226697.0,220671.0,212629.0,151275.0,57118.0,161954.0,162690.0,156681.0,163804.0,164276.0,93484.0,61744.0,19,20,0,0,0,0,1,200015,452052,11140,중구,11140605,을지로동,99727
20244,R,전통시장,3130036,중부시장(신중부시장),CS100010,커피-음료,394049026,57086,326105031,67943995,71252690,68051898,59201894,62883053,64715496,52333303,15610692,0,59515489,178337246,93240127,58286741,4669423,179402271,166852565,2316037,62706241,90103625,61202669,53263371,76662896,48269,8817,9935,10518,8986,9250,9580,7693,1124,0,11309,24426,11704,8793,854,30582,21903,460,11105,15121,9748,7221,8825,2522424.0,6.0,114955686.0,32031227.0,14385637.0,8331215.0,15933543.0,18506542.0,5030147.0,3497420.0,12327200.0,4912755.0,646.0,325.0,321.0,21.0,246.0,175.0,44.0,51.0,109.0,12.0,86.0,95.0,30.0,37.0,65.0,9.0,160.0,80.0,14.0,14.0,44.0,565.0,0.0,565.0,1095564.0,617206.0,478358.0,56573.0,191229.0,214982.0,204450.0,194680.0,233652.0,162220.0,253874.0,209587.0,200700.0,177118.0,92067.0,176745.0,175869.0,172742.0,179075.0,178633.0,116380.0,96120.0,12,15,0,0,0,0,3,200023,451787,11140,중구,11140590,광희동,92243
20244,R,전통시장,3130042,약수시장,CS100010,커피-음료,28872849,6909,18210508,10662341,3335218,3852210,3245785,3490875,4286420,4802900,5859441,0,6499055,11446058,6998678,3710998,218060,13455407,13874500,47749,3842647,7237121,7419115,5521330,3261944,4512,2397,890,924,878,859,961,1094,1303,0,1863,2541,1514,927,64,3459,3136,12,1160,1587,1571,1580,683,2670122.0,6.0,1082856206.0,258479959.0,138097905.0,91431263.0,132445638.0,194751903.0,53382599.0,32131728.0,136042952.0,46092259.0,700.0,291.0,409.0,43.0,158.0,191.0,71.0,87.0,150.0,23.0,42.0,84.0,36.0,44.0,62.0,20.0,116.0,107.0,35.0,43.0,88.0,465.0,0.0,465.0,384837.0,178474.0,206362.0,42601.0,56429.0,72109.0,59677.0,58970.0,95052.0,72439.0,77022.0,55735.0,57902.0,76391.0,45347.0,54706.0,54612.0,54219.0,54060.0,55795.0,55366.0,56078.0,6,10,10,1,30,3,4,200969,450370,11140,중구,11140635,약수동,28173
20244,R,전통시장,3130048,동평화시장,CS100010,커피-음료,246265129,56451,232586630,13678499,46855976,53033951,49511842,47462367,35722494,0,13678499,55287904,82961599,21728571,1213170,29706049,55367836,103268999,125234921,388410,30875193,72567954,67138624,43761315,13772422,52870,3581,11046,11769,11182,10880,7993,0,3581,11594,19773,4646,244,6330,13864,24693,29008,69,6751,16398,16476,10898,3111,2058085.0,5.0,49963968.0,11193799.0,6950010.0,3963464.0,5863620.0,9349676.0,3168511.0,1395863.0,5945756.0,2133269.0,46.0,22.0,24.0,1.0,1.0,7.0,8.0,8.0,21.0,1.0,1.0,4.0,4.0,2.0,10.0,0.0,0.0,3.0,4.0,6.0,11.0,31.0,0.0,31.0,68107.0,31535.0,36573.0,2543.0,9711.0,16075.0,15515.0,11500.0,12763.0,16523.0,13547.0,9705.0,8831.0,10212.0,9293.0,11304.0,11271.0,11183.0,11302.0,9909.0,5946.0,7190.0,2,7,0,0,0,0,5,201165,452217,11140,중구,11140615,신당동,8633
20244,R,전통시장,3130051,동화동 골목형상점가,CS100010,커피-음료,103833362,12842,52961648,50871714,8299067,14249661,10410333,7879508,12123079,24456634,26415080,1146785,12441505,28219529,32914345,26476261,2634937,40758181,61993160,1685984,29414968,28492370,15822357,16132883,11202782,7915,4927,1442,1862,1566,1429,1616,2522,2405,329,2506,3379,3253,2827,548,6311,6429,195,2405,3521,2533,2458,1626,2915118.0,6.0,1082407969.0,253317699.0,137462928.0,82279467.0,129290528.0,188572657.0,54220764.0,30618753.0,162788802.0,43856371.0,1404.0,694.0,710.0,157.0,166.0,204.0,181.0,257.0,439.0,82.0,76.0,113.0,88.0,141.0,194.0,75.0,90.0,91.0,93.0,116.0,245.0,679.0,0.0,679.0,1478996.0,714435.0,764561.0,153309.0,205096.0,242534.0,218809.0,283339.0,375910.0,307306.0,285320.0,207093.0,218664.0,289054.0,171561.0,211710.0,213529.0,215305.0,215319.0,216302.0,207049.0,199781.0,7,9,0,0,0,0,2,201543,451430,11140,중구,11140665,동화동,60206
20244,R,전통시장,3130056,용산용문시장,CS100010,커피-음료,75689263,14671,53407797,22281466,10155697,10907585,10108052,11131396,11105067,11661064,10620402,343282,14033312,29084225,16442692,14379292,1406460,38246100,28975240,330793,10714417,17323084,9288642,14314855,15249552,10544,4127,2033,2156,2044,2157,2154,2214,1913,3,3458,5140,3483,2360,227,7396,6074,77,2413,3341,2124,2658,2856,2441702.0,6.0,415616099.0,124771408.0,48733286.0,31555813.0,60339773.0,60364226.0,14104371.0,13705321.0,44828000.0,17213901.0,627.0,315.0,312.0,36.0,91.0,104.0,81.0,84.0,231.0,17.0,39.0,62.0,46.0,47.0,104.0,19.0,52.0,42.0,35.0,37.0,127.0,384.0,0.0,384.0,492134.0,247217.0,244916.0,44086.0,72710.0,102948.0,80536.0,79021.0,112834.0,100404.0,94294.0,69269.0,71475.0,96705.0,59984.0,70161.0,70455.0,70297.0,72178.0,72827.0,71422.0,64796.0,4,9,0,0,0,0,5,196483,448549,11170,용산구,11170590,용문동,40246
20244,R,전통시장,3130060,신흥시장,CS100010,커피-음료,608119804,31598,333726807,274392997,61254848,55968424,72255629,63346322,80901584,148140424,126252573,15845167,6006345,98545365,208520744,211075099,68127084,183930115,421650088,20389733,324025286,164456790,47167114,40194816,9346463,18464,13134,3446,3629,3866,3507,4016,6952,6182,486,511,6326,12192,10548,1535,10073,21467,1075,16146,8749,2917,2153,500,2667653.0,6.0,37924561.0,9206935.0,5362041.0,3150214.0,4681482.0,7091738.0,2399010.0,1168608.0,3154867.0,1709666.0,63.0,31.0,32.0,6.0,6.0,10.0,12.0,6.0,23.0,0.0,5.0,6.0,7.0,4.0,9.0,6.0,1.0,4.0,5.0,2.0,14.0,39.0,0.0,39.0,410339.0,184663.0,225674.0,56486.0,74336.0,76707.0,62763.0,50830.0,89219.0,92841.0,78711.0,49829.0,55432.0,80731.0,52794.0,55248.0,55289.0,57231.0,57028.0,57762.0,64364.0,63415.0,19,19,0,0,0,0,0,198682,449528,11170,용산구,11170520,용산2가동,3810
20244,R,전통시장,3130063,신금호역 골목형상점가,CS100010,커피-음료,81519552,8674,53295560,28223992,7672003,12239516,9901952,11420744,12061345,15986845,12237147,0,7848427,32964333,22286889,16941819,1478084,25007376,54694388,992769,8602185,12273023,21681980,16828738,19323069,6035,2639,918,1319,1259,1202,1337,1549,1090,0,847,3476,2448,1747,156,3050,5500,183,1252,1611,1966,1585,1954,2462539.0,6.0,177964764.0,49821180.0,21314086.0,12968542.0,23377184.0,27910590.0,6107704.0,5749422.0,23219144.0,7496912.0,414.0,203.0,211.0,34.0,76.0,58.0,59.0,63.0,124.0,16.0,37.0,31.0,31.0,27.0,61.0,18.0,39.0,27.0,28.0,36.0,63.0,249.0,0.0,249.0,131460.0,57735.0,73725.0,19689.0,11996.0,22026.0,25695.0,19933.0,32121.0,29012.0,26318.0,16619.0,18618.0,25375.0,15517.0,18208.0,18126.0,18386.0,18446.0,18388.0,19996.0,19909.0,3,4,0,0,0,0,1,201778,450475,11200,성동구,11200615,금호2?3가동,15024
20244,R,전통시장,3130065,무학봉상점가,CS100010,커피-음료,11003694,1328,8063099,2940595,1598498,1681628,1282003,1416213,2084757,1057152,1883443,0,806260,3841502,3674241,2581534,100157,5761403,4856188,316811,2403007,2432072,1370728,2253905,1841067,978,350,221,185,160,186,226,140,210,0,75,400,447,381,25,666,631,50,343,329,161,247,167,2290912.0,5.0,1265926447.0,380523084.0,147266226.0,91579032.0,183375683.0,181238951.0,44219996.0,41195050.0,146605861.0,49922564.0,2230.0,1128.0,1102.0,169.0,396.0,368.0,247.0,361.0,689.0,88.0,189.0,223.0,136.0,178.0,314.0,81.0,207.0,145.0,111.0,183.0,375.0,1321.0,0.0,1321.0,999614.0,452212.0,547403.0,109357.0,211504.0,189400.0,138786.0,146779.0,203788.0,288119.0,200002.0,105665.0,106427.0,162483.0,136919.0,138718.0,139415.0,140637.0,139022.0,141408.0,150206.0,150207.0,12,13,0,0,8,1,1,202706,451363,11200,성동구,11200520,왕십리2동,69338
20244,R,전통시장,3130066,행당시장상점가,CS100010,커피-음료,475132205,38530,328340612,146791593,67127458,61556383,63429833,66280555,69946383,82540982,64250611,0,29607233,165842622,102290373,155680634,21711343,166778746,239417279,5723338,123197335,115830341,60277955,63172933,37994122,25918,12612,4477,5321,5196,5423,5501,6848,5764,0,2754,11884,9505,12432,1955,15820,20249,566,11315,10440,5378,5035,3336,2479353.0,6.0,658872395.0,173227082.0,83331059.0,49812907.0,85365609.0,97590998.0,26327378.0,22416559.0,91195557.0,29605246.0,1923.0,921.0,1002.0,110.0,548.0,383.0,201.0,257.0,424.0,51.0,229.0,188.0,113.0,128.0,212.0,59.0,319.0,195.0,88.0,129.0,212.0,1319.0,0.0,1319.0,836617.0,393480.0,443136.0,81154.0,196909.0,157633.0,120153.0,132933.0,147836.0,196714.0,159411.0,101887.0,105137.0,163739.0,109727.0,115972.0,117221.0,118838.0,118360.0,120564.0,125207.0,120452.0,8,12,17,2,0,0,4,202943,451296,11200,성동구,11200560,행당1동,81008
20244,R,전통시장,3130067,왕십리도선동상점가,CS100010,커피-음료,259530820,52171,184606067,74924753,34892562,36469185,34278563,35091767,43873990,40365051,34559702,5653398,42272625,81206049,60380628,51054528,18963592,126516996,119115691,3090206,59543872,78576175,41638775,39620663,23162998,37294,14877,7078,7524,7223,7042,8427,7983,6894,1069,10237,15617,12302,9895,3051,26478,24600,615,13563,17017,7984,7585,4311,2865334.0,6.0,1045393284.0,296385383.0,126278926.0,80235648.0,142885598.0,163639855.0,38974708.0,33115021.0,119097436.0,44780709.0,3605.0,1676.0,1929.0,247.0,971.0,721.0,361.0,560.0,745.0,128.0,395.0,348.0,182.0,281.0,342.0,119.0,576.0,373.0,179.0,279.0,403.0,2244.0,0.0,2244.0,1295121.0,620249.0,674870.0,117319.0,309644.0,255502.0,186236.0,191391.0,235027.0,361187.0,265110.0,148015.0,142806.0,208833.0,169170.0,181521.0,182889.0,183924.0,185208.0,187412.0,190436.0,183729.0,12,16,6,1,6,1,4,203030,451634,11200,성동구,11200535,왕십리도선동,86695
20244,R,전통시장,3130068,마장축산물시장,CS100010,커피-음료,89955557,11043,69635920,20319637,13721568,13143170,15116736,12600605,15053841,12741498,7578139,73720,24878506,30593004,17553475,14995543,1861309,46243752,32439645,373653,11820904,23233558,15876923,18535389,8842966,8773,2270,1677,1787,1781,1671,1857,1429,841,9,3331,3940,2121,1440,202,5673,4697,70,1724,3272,2311,2153,840,2486739.0,6.0,1231475259.0,328511866.0,149736710.0,94976807.0,160896723.0,200513135.0,49007526.0,38390512.0,158005394.0,51436586.0,1575.0,792.0,783.0,142.0,212.0,173.0,201.0,282.0,565.0,74.0,102.0,93.0,115.0,151.0,257.0,68.0,110.0,80.0,86.0,131.0,308.0,853.0,0.0,853.0,930956.0,489899.0,441057.0,102509.0,112652.0,151192.0,164741.0,169644.0,230217.0,183800.0,212887.0,139660.0,135869.0,161291.0,97449.0,136293.0,136888.0,136328.0,140783.0,139115.0,126466.0,115084.0,2,3,0,0,0,0,1,203467,452337,11200,성동구,11200540,마장동,218303
20244,R,전통시장,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",CS100010,커피-음료,361188230,45067,255231838,105956392,45689599,52274227,53364239,51481038,52422735,54690054,51266338,0,11790630,94250911,99900498,129402464,25843727,131620292,220957840,20988293,195480023,61504111,35914631,32434590,6256483,32911,12156,6197,6751,6710,6632,6621,6235,5921,0,2499,12185,12312,15164,2907,17810,27060,3133,25003,7346,4389,4241,760,2484336.0,6.0,17708732.0,3259396.0,2824593.0,1003005.0,1925332.0,1607035.0,648981.0,878547.0,4368338.0,1193505.0,560.0,306.0,254.0,20.0,327.0,88.0,26.0,28.0,71.0,5.0,183.0,56.0,16.0,13.0,33.0,15.0,144.0,32.0,10.0,15.0,38.0,476.0,0.0,476.0,634767.0,306670.0,328097.0,89746.0,291079.0,81228.0,55449.0,54281.0,62985.0,150634.0,122584.0,77275.0,76248.0,117668.0,90357.0,90310.0,91527.0,92344.0,92360.0,97052.0,90343.0,80833.0,10,18,0,0,0,0,8,203578,451118,11200,성동구,11200550,사근동,23243
20244,R,전통시장,3130070,뚝섬역상점가,CS100010,커피-음료,623956905,101385,497856509,126100396,88050418,119786267,92415559,100399871,97204394,67852348,58248048,2316904,118902827,251087203,133288506,104460565,13900900,262257811,226150056,6866096,107932544,164844508,92502582,74467418,41794715,81715,19670,16069,16747,15076,16521,17302,10240,9430,339,27522,35140,20660,15441,2283,51977,41201,1267,22518,30988,16955,13523,7926,2801312.0,6.0,455795908.0,141146369.0,54150560.0,35974817.0,63105814.0,63990093.0,14428328.0,16785141.0,46684657.0,19530129.0,1337.0,708.0,629.0,84.0,308.0,306.0,181.0,167.0,291.0,42.0,152.0,174.0,96.0,96.0,148.0,42.0,156.0,132.0,85.0,71.0,143.0,910.0,0.0,910.0,453768.0,226288.0,227480.0,49494.0,76506.0,101381.0,87787.0,66672.0,71930.0,91546.0,89588.0,70075.0,72677.0,82783.0,47101.0,69654.0,69217.0,68495.0,69383.0,68549.0,55621.0,52848.0,22,29,0,0,3,1,7,204339,449882,11200,성동구,11200660,성수1가2동,56166
20244,R,전통시장,3130072,성동용답상가시장,CS100010,커피-음료,311491383,61707,216007454,95483929,37815263,46072129,42762760,42721287,46636015,43626783,51857146,0,48641887,127698977,67031872,59693268,8425379,146101796,140729898,1355838,67344568,83721169,45514363,57998654,30897106,42812,18895,7586,9155,8661,8494,8916,8812,10083,0,13397,20012,13541,12689,2068,32875,25798,276,14577,16566,9741,11922,5586,2367606.0,5.0,1921353897.0,580957226.0,222583991.0,137600676.0,284402527.0,276223560.0,65338325.0,61973409.0,216298177.0,75976006.0,3965.0,1992.0,1973.0,351.0,578.0,505.0,490.0,711.0,1330.0,173.0,305.0,267.0,248.0,383.0,616.0,178.0,273.0,238.0,242.0,328.0,714.0,2135.0,0.0,2135.0,873035.0,428236.0,444799.0,68936.0,191976.0,143332.0,125610.0,146121.0,197060.0,255745.0,180981.0,93324.0,90057.0,135669.0,117260.0,121667.0,122249.0,123760.0,122416.0,123162.0,127282.0,132501.0,11,19,11,2,0,0,8,204691,451606,11200,성동구,11200790,용답동,118065
20244,R,전통시장,3130076,능동로골목시장,CS100010,커피-음료,1914136,51,998680,915456,0,998680,0,0,0,83223,832233,0,0,0,83223,832233,998680,1914136,0,0,0,0,83223,1830913,0,17,34,0,17,0,0,0,17,17,0,0,0,17,17,17,51,0,0,0,0,17,34,0,2310400.0,5.0,299187703.0,92467011.0,35620639.0,22239739.0,42309341.0,42218239.0,9168648.0,10316318.0,31607918.0,13239850.0,701.0,356.0,345.0,36.0,109.0,84.0,80.0,113.0,279.0,19.0,60.0,42.0,42.0,58.0,135.0,17.0,49.0,42.0,38.0,55.0,144.0,424.0,0.0,424.0,243380.0,119697.0,123682.0,30999.0,35674.0,38020.0,37005.0,40372.0,61310.0,54647.0,47684.0,29288.0,33009.0,48834.0,29919.0,34000.0,33581.0,34255.0,33818.0,34123.0,37171.0,36434.0,3,3,0,0,0,0,0,205916,448409,11215,광진구,11215847,자양4동,28990
20244,R,전통시장,3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100010,커피-음료,32303495,1713,26755021,5548474,2438011,5629599,5220360,4133261,9333790,2359889,3188585,0,1519776,5912041,12318655,12504947,48076,25322730,5733215,0,855575,3225249,1492730,10602752,14879639,1371,342,222,258,211,337,343,174,168,0,312,519,468,402,12,956,733,0,121,534,297,419,317,2466997.0,6.0,459821249.0,126226872.0,56474878.0,34964463.0,61412080.0,75084650.0,17303315.0,14641030.0,53774373.0,19939588.0,822.0,404.0,418.0,87.0,106.0,134.0,108.0,145.0,242.0,39.0,60.0,63.0,57.0,72.0,113.0,48.0,46.0,71.0,51.0,73.0,129.0,417.0,0.0,417.0,262343.0,126946.0,135397.0,38015.0,32397.0,48065.0,42053.0,42105.0,59710.0,63924.0,51743.0,32265.0,32833.0,48417.0,33162.0,36526.0,36616.0,36957.0,36657.0,36639.0,39306.0,39644.0,4,4,0,0,0,0,0,207176,451590,11215,광진구,11215740,중곡1동,41751
20244,R,전통시장,3130086,서울약령시장,CS100010,커피-음료,9000000,1430,6853242,2146758,1321331,1208798,1467559,1193478,1662076,1403644,743114,0,3019330,2955344,2770832,254494,0,4180231,4664038,34938,1840205,1971939,1182354,1708897,2105936,1254,176,271,234,226,268,255,109,67,0,759,444,192,35,0,795,628,1,506,336,191,194,196,2329474.0,5.0,796670784.0,227188915.0,96404439.0,62554620.0,109761466.0,125915055.0,29197817.0,26104250.0,85168029.0,34376193.0,1732.0,981.0,751.0,94.0,266.0,204.0,227.0,272.0,669.0,54.0,147.0,119.0,137.0,162.0,362.0,40.0,119.0,85.0,90.0,110.0,307.0,1147.0,0.0,1147.0,1468139.0,721570.0,746569.0,125778.0,231782.0,191681.0,198610.0,244207.0,476080.0,242158.0,325722.0,253987.0,252290.0,254070.0,139911.0,213406.0,215894.0,211886.0,215449.0,216319.0,206785.0,188400.0,11,13,0,0,0,0,2,203314,453617,11230,동대문구,11230545,제기동,165313
